id,make,model,year,location,price
10776,Volkswagen,CC,2011,Port Elizabeth,294948
10777,Volkswagen,CC,2010,Port Elizabeth,229995
10778,Volkswagen,CC,2012,Pietermaritzburg,259000
10779,Volkswagen,CC,2012,Benoni,254948
10780,Volkswagen,CC,2012,East London,299995
10781,Volkswagen,Beetle,2015,Cape Town,349900
10782,Volkswagen,Beetle,2014,Cape Town,279900
10783,Volkswagen,Beetle,2013,Cape Town,216298
10784,Volkswagen,Beetle,2005,Cape Town,74995
10785,Volkswagen,Beetle,2000,Cape Town,84995
10786,Volkswagen,Beetle,1976,Cape Town,28950
10787,Volkswagen,Beetle,2013,Durban,276235
10788,Volkswagen,Beetle,2001,Durban,79950
10789,Volkswagen,Beetle,2013,Johannesburg,269475
10790,Volkswagen,Beetle,2007,Johannesburg,99900
10791,Volkswagen,Beetle,2003,Johannesburg,85995
10792,Volkswagen,Beetle,1976,Johannesburg,29900
10793,Volkswagen,Beetle,1973,Johannesburg,225000
10794,Volkswagen,Beetle,1970,Johannesburg,80000
10795,Volkswagen,Beetle,2014,Pretoria,279000
10796,Volkswagen,Beetle,2013,Pretoria,279900
10797,Volkswagen,Beetle,2012,Pretoria,219900
10798,Volkswagen,Beetle,2007,Pretoria,145990
10799,Volkswagen,Beetle,2014,Port Elizabeth,269995
10800,Volkswagen,Beetle,2013,Port Elizabeth,296387
10801,Volkswagen,Beetle,2012,Port Elizabeth,252998
10802,Volkswagen,Beetle,2009,Port Elizabeth,149995
10803,Volkswagen,Beetle,2006,Port Elizabeth,124900
10804,Volkswagen,Beetle,2015,Benoni,328282
10805,Volkswagen,Beetle,2013,Benoni,219948
10806,Volkswagen,Beetle,2012,Benoni,159310
10807,Volkswagen,Beetle,2008,Benoni,134500
10808,Volkswagen,Beetle,2004,Benoni,99990
10809,Volkswagen,Beetle,2002,Benoni,59900
10810,Volkswagen,Beetle,2013,East London,299995
10811,Volkswagen,Amarok,2015,Cape Town,374900
10812,Volkswagen,Amarok,2014,Cape Town,386567
10813,Volkswagen,Amarok,2013,Cape Town,360938
10814,Volkswagen,Amarok,2012,Cape Town,369995
10815,Volkswagen,Amarok,2011,Cape Town,279943
10816,Volkswagen,Amarok,2015,Durban,489990
10817,Volkswagen,Amarok,2013,Durban,321200
10818,Volkswagen,Amarok,2012,Durban,254945
10819,Volkswagen,Amarok,2011,Durban,262000
10820,Volkswagen,Amarok,2016,Johannesburg,489995
10821,Volkswagen,Amarok,2015,Johannesburg,449995
10822,Volkswagen,Amarok,2014,Johannesburg,454973
10823,Volkswagen,Amarok,2013,Johannesburg,413327
10824,Volkswagen,Amarok,2012,Johannesburg,263273
10825,Volkswagen,Amarok,2011,Johannesburg,239931
10826,Volkswagen,Amarok,2010,Johannesburg,259995
10827,Volkswagen,Amarok,2014,Soweto,439900
10828,Volkswagen,Amarok,2013,Soweto,225899
10829,Volkswagen,Amarok,2016,Pretoria,589995
10830,Volkswagen,Amarok,2015,Pretoria,379999
10831,Volkswagen,Amarok,2014,Pretoria,419932
10832,Volkswagen,Amarok,2013,Pretoria,291623
10833,Volkswagen,Amarok,2012,Pretoria,296768
10834,Volkswagen,Amarok,2011,Pretoria,267471
10835,Volkswagen,Amarok,2016,Port Elizabeth,439995
10836,Volkswagen,Amarok,2015,Port Elizabeth,489995
10837,Volkswagen,Amarok,2014,Port Elizabeth,469995
10838,Volkswagen,Amarok,2013,Port Elizabeth,335995
10839,Volkswagen,Amarok,2011,Port Elizabeth,265995
10840,Volkswagen,Amarok,2014,Pietermaritzburg,407660
10841,Volkswagen,Amarok,2012,Pietermaritzburg,169899
10842,Volkswagen,Amarok,2016,Benoni,483992
10843,Volkswagen,Amarok,2015,Benoni,436125
10844,Volkswagen,Amarok,2014,Benoni,395669
10845,Volkswagen,Amarok,2013,Benoni,327256
10846,Volkswagen,Amarok,2012,Benoni,242799
10847,Volkswagen,Amarok,2011,Benoni,226061
10848,Volkswagen,Amarok,2010,Benoni,289917
10849,Volkswagen,Amarok,2013,East London,429995
10850,Volkswagen,Amarok,2011,East London,292495
10851,Volvo,850,1995,Johannesburg,23000
10852,Volvo,XC90,2016,Cape Town,950000
10853,Volvo,XC90,2013,Cape Town,367713
10854,Volvo,XC90,2011,Cape Town,366600
10855,Volvo,XC90,2010,Cape Town,274450
10856,Volvo,XC90,2009,Cape Town,339000
10857,Volvo,XC90,2008,Cape Town,260160
10858,Volvo,XC90,2007,Cape Town,144965
10859,Volvo,XC90,2004,Cape Town,66625
10860,Volvo,XC90,2003,Cape Town,149000
10861,Volvo,XC90,2013,Durban,514995
10862,Volvo,XC90,2007,Durban,159990
10863,Volvo,XC90,2005,Durban,119990
10864,Volvo,XC90,2004,Durban,119990
10865,Volvo,XC90,2012,Johannesburg,502973
10866,Volvo,XC90,2011,Johannesburg,454950
10867,Volvo,XC90,2009,Johannesburg,319900
10868,Volvo,XC90,2008,Johannesburg,243293
10869,Volvo,XC90,2007,Johannesburg,266300
10870,Volvo,XC90,2006,Johannesburg,149950
10871,Volvo,XC90,2005,Johannesburg,106828
10872,Volvo,XC90,2004,Johannesburg,127450
10873,Volvo,XC90,2003,Johannesburg,109990
10874,Volvo,XC90,2013,Pretoria,419900
10875,Volvo,XC90,2012,Pretoria,299900
10876,Volvo,XC90,2011,Pretoria,349000
10877,Volvo,XC90,2010,Pretoria,344450
10878,Volvo,XC90,2009,Pretoria,299900
10879,Volvo,XC90,2007,Pretoria,200567
10880,Volvo,XC90,2006,Pretoria,135982
10881,Volvo,XC90,2004,Pretoria,119340
10882,Volvo,XC90,2004,Port Elizabeth,89990
10883,Volvo,XC90,2011,Pietermaritzburg,399990
10884,Volvo,XC90,2010,Benoni,262650
10885,Volvo,XC90,2009,Benoni,189475
10886,Volvo,XC90,2006,Benoni,129925
10887,Volvo,XC90,2005,Benoni,111914
10888,Volvo,XC90,2004,Benoni,95636
10889,Volvo,XC90,2003,Benoni,94900
10890,Volvo,XC70,2012,Cape Town,574500
10891,Volvo,XC70,2009,Cape Town,310000
10892,Volvo,XC70,2006,Cape Town,139900
10893,Volvo,XC70,2010,Johannesburg,329990
10894,Volvo,XC70,2009,Johannesburg,236300
10895,Volvo,XC70,2008,Johannesburg,254950
10896,Volvo,XC70,2003,Johannesburg,69900
10897,Volvo,XC70,2009,Pretoria,229900
10898,Volvo,XC70,2008,Pretoria,262900
10899,Volvo,XC70,2005,Pretoria,84900
10900,Volvo,XC70,2004,Pretoria,74900
10901,Volvo,XC70,2011,Port Elizabeth,389000
10902,Volvo,XC70,2008,Port Elizabeth,289000
10903,Volvo,XC70,2005,Port Elizabeth,159000
10904,Volvo,XC70,2003,Port Elizabeth,119000
10905,Volvo,XC70,2010,Pietermaritzburg,184945
10906,Volvo,XC60,2015,Cape Town,599950
10907,Volvo,XC60,2013,Cape Town,363691
10908,Volvo,XC60,2012,Cape Town,414249
10909,Volvo,XC60,2011,Cape Town,329498
10910,Volvo,XC60,2010,Cape Town,261969
10911,Volvo,XC60,2009,Cape Town,301898
10912,Volvo,XC60,2007,Cape Town,159995
10913,Volvo,XC60,2012,Durban,349000
10914,Volvo,XC60,2011,Durban,317992
10915,Volvo,XC60,2010,Durban,359990
10916,Volvo,XC60,2009,Durban,349990
10917,Volvo,XC60,2014,Johannesburg,524950
10918,Volvo,XC60,2012,Johannesburg,368223
10919,Volvo,XC60,2011,Johannesburg,379450
10920,Volvo,XC60,2010,Johannesburg,250509
10921,Volvo,XC60,2009,Johannesburg,252668
10922,Volvo,XC60,2015,Pretoria,528640
10923,Volvo,XC60,2014,Pretoria,531567
10924,Volvo,XC60,2013,Pretoria,350000
10925,Volvo,XC60,2012,Pretoria,354534
10926,Volvo,XC60,2011,Pretoria,298043
10927,Volvo,XC60,2010,Pretoria,300240
10928,Volvo,XC60,2009,Pretoria,229405
10929,Volvo,XC60,2014,Port Elizabeth,519990
10930,Volvo,XC60,2010,Port Elizabeth,254900
10931,Volvo,XC60,2009,Port Elizabeth,359000
10932,Volvo,XC60,2013,Pietermaritzburg,489990
10933,Volvo,XC60,2011,Benoni,359950
10934,Volvo,V70,2007,Cape Town,119995
10935,Volvo,V70,2003,Cape Town,109000
10936,Volvo,V70,2000,Cape Town,60498
10937,Volvo,V70,2006,Johannesburg,74950
10938,Volvo,V70,2004,Johannesburg,39900
10939,Volvo,V70,2002,Johannesburg,69500
10940,Volvo,V70,2005,Pretoria,61000
10941,Volvo,V70,2002,Pretoria,64925
10942,Volvo,V70,2000,Pretoria,69500
10943,Volvo,V60,2016,Cape Town,549000
10944,Volvo,V60,2014,Cape Town,329950
10945,Volvo,V60,2011,Cape Town,194973
10946,Volvo,V60,2013,Johannesburg,359950
10947,Volvo,V60,2011,Johannesburg,249000
10948,Volvo,V60,2014,Pretoria,339900
10949,Volvo,V60,2012,Pretoria,226567
10950,Volvo,V50,2010,Cape Town,129995
10951,Volvo,V50,2009,Cape Town,141998
10952,Volvo,V50,2008,Cape Town,121662
10953,Volvo,V50,2007,Cape Town,145525
10954,Volvo,V50,2006,Cape Town,106598
10955,Volvo,V50,2005,Cape Town,105998
10956,Volvo,V50,2004,Cape Town,79995
10957,Volvo,V50,2014,Durban,136686
10958,Volvo,V50,2012,Durban,207258
10959,Volvo,V50,2009,Durban,109990
10960,Volvo,V50,2006,Durban,104943
10961,Volvo,V50,2011,Johannesburg,235000
10962,Volvo,V50,2010,Johannesburg,149950
10963,Volvo,V50,2009,Johannesburg,154900
10964,Volvo,V50,2008,Johannesburg,124962
10965,Volvo,V50,2007,Johannesburg,112450
10966,Volvo,V50,2006,Johannesburg,78368
10967,Volvo,V50,2005,Johannesburg,104925
10968,Volvo,V50,2011,Pretoria,219933
10969,Volvo,V50,2010,Pretoria,163265
10970,Volvo,V50,2009,Pretoria,184900
10971,Volvo,V50,2008,Pretoria,109933
10972,Volvo,V50,2007,Pretoria,99900
10973,Volvo,V50,2006,Pretoria,97400
10974,Volvo,V50,2005,Pretoria,88233
10975,Volvo,V50,2011,Port Elizabeth,219000
10976,Volvo,V50,2006,Port Elizabeth,94990
10977,Volvo,V50,2005,Port Elizabeth,119000
10978,Volvo,V50,2006,East London,119995
10979,Volvo,V40,2016,Cape Town,389000
10980,Volvo,V40,2014,Cape Town,245000
10981,Volvo,V40,2013,Cape Town,325000
10982,Volvo,V40,2002,Cape Town,62995
10983,Volvo,V40,2014,Johannesburg,331608
10984,Volvo,V40,2013,Johannesburg,305949
10985,Volvo,V40,2012,Johannesburg,294950
10986,Volvo,V40,2003,Johannesburg,54900
10987,Volvo,V40,2015,Pretoria,374484
10988,Volvo,V40,2014,Pretoria,363250
10989,Volvo,V40,2013,Pretoria,329900
10990,Volvo,V40,2012,Pretoria,239900
10991,Volvo,V40,2003,Pretoria,39900
10992,Volvo,V40,2013,Pietermaritzburg,344990
10993,Volvo,V40,2012,Pietermaritzburg,289990
10994,Volvo,V40,1999,Pietermaritzburg,39000
10995,Volvo,V40,2015,Benoni,379900
10996,Volvo,V40,2000,East London,44950
10997,Volvo,S80,2010,Cape Town,349995
10998,Volvo,S80,2007,Cape Town,119995
10999,Volvo,S80,2008,Durban,189990
11000,Volvo,S80,2007,Durban,179990
11001,Volvo,S80,2011,Johannesburg,371300
11002,Volvo,S80,2010,Johannesburg,242450
11003,Volvo,S80,2008,Johannesburg,177967
11004,Volvo,S80,2004,Johannesburg,74975
11005,Volvo,S80,2011,Pretoria,288220
11006,Volvo,S80,2009,Pretoria,159900
11007,Volvo,S80,2007,Pretoria,119900
11008,Volvo,S80,2007,Port Elizabeth,279000
11009,Volvo,S80,2007,Benoni,135000
11010,Volvo,S70,1998,Pretoria,35900
11011,Volvo,S70,1997,Pretoria,29900
11012,Volvo,S60,2014,Cape Town,299990
11013,Volvo,S60,2013,Cape Town,242450
11014,Volvo,S60,2012,Cape Town,339414
11015,Volvo,S60,2011,Cape Town,256995
11016,Volvo,S60,2010,Cape Town,269498
11017,Volvo,S60,2007,Cape Town,99995
11018,Volvo,S60,2006,Cape Town,109995
11019,Volvo,S60,2004,Cape Town,77493
11020,Volvo,S60,2014,Durban,369990
11021,Volvo,S60,2013,Durban,410227
11022,Volvo,S60,2012,Durban,299990
11023,Volvo,S60,2011,Durban,264077
11024,Volvo,S60,2008,Durban,115990
11025,Volvo,S60,2002,Durban,44890
11026,Volvo,S60,2014,Johannesburg,354950
11027,Volvo,S60,2013,Johannesburg,268463
11028,Volvo,S60,2012,Johannesburg,358512
11029,Volvo,S60,2011,Johannesburg,275974
11030,Volvo,S60,2010,Johannesburg,172475
11031,Volvo,S60,2008,Johannesburg,99900
11032,Volvo,S60,2007,Johannesburg,94900
11033,Volvo,S60,2006,Johannesburg,106198
11034,Volvo,S60,2005,Johannesburg,83817
11035,Volvo,S60,2002,Johannesburg,49900
11036,Volvo,S60,2015,Pretoria,373500
11037,Volvo,S60,2014,Pretoria,411250
11038,Volvo,S60,2013,Pretoria,250000
11039,Volvo,S60,2012,Pretoria,249642
11040,Volvo,S60,2011,Pretoria,234906
11041,Volvo,S60,2007,Pretoria,129000
11042,Volvo,S60,2006,Pretoria,89975
11043,Volvo,S60,2005,Pretoria,73247
11044,Volvo,S60,2004,Pretoria,69500
11045,Volvo,S60,2013,Port Elizabeth,264900
11046,Volvo,S60,2012,Port Elizabeth,289000
11047,Volvo,S60,2008,Port Elizabeth,139000
11048,Volvo,S60,2007,Port Elizabeth,129000
11049,Volvo,S60,2013,Pietermaritzburg,349990
11050,Volvo,S60,2012,Pietermaritzburg,269990
11051,Volvo,S60,2016,Benoni,419900
11052,Volvo,S60,2015,Benoni,384910
11053,Volvo,S60,2014,Benoni,346567
11054,Volvo,S60,2013,Benoni,269221
11055,Volvo,S60,2012,Benoni,198171
11056,Volvo,S60,2011,Benoni,181104
11057,Volvo,S60,2010,Benoni,162925
11058,Volvo,S60,2008,Benoni,82450
11059,Volvo,S60,2007,Benoni,96583
11060,Volvo,S60,2006,Benoni,80550
11061,Volvo,S60,2005,Benoni,61920
11062,Volvo,S60,2004,Benoni,54925
11063,Volvo,S60,2003,Benoni,67400
11064,Volvo,S60,2002,Benoni,59925
11065,Volvo,S60,2001,Benoni,255157
11066,Volvo,S60,2006,East London,94950
11067,Volvo,S40,2012,Cape Town,184973
11068,Volvo,S40,2011,Cape Town,232235
11069,Volvo,S40,2010,Cape Town,175996
11070,Volvo,S40,2009,Cape Town,162652
11071,Volvo,S40,2008,Cape Town,114498
11072,Volvo,S40,2007,Cape Town,114779
11073,Volvo,S40,2006,Cape Town,92470
11074,Volvo,S40,2005,Cape Town,95441
11075,Volvo,S40,2004,Cape Town,89995
11076,Volvo,S40,2012,Durban,231990
11077,Volvo,S40,2011,Durban,179990
11078,Volvo,S40,2010,Durban,192075
11079,Volvo,S40,2009,Durban,139993
11080,Volvo,S40,2008,Durban,138218
11081,Volvo,S40,2007,Durban,96141
11082,Volvo,S40,2006,Durban,92093
11083,Volvo,S40,2005,Durban,109900
11084,Volvo,S40,2004,Durban,65000
11085,Volvo,S40,1999,Durban,34890
11086,Volvo,S40,2012,Johannesburg,269900
11087,Volvo,S40,2011,Johannesburg,193425
11088,Volvo,S40,2010,Johannesburg,181419
11089,Volvo,S40,2009,Johannesburg,138364
11090,Volvo,S40,2008,Johannesburg,108681
11091,Volvo,S40,2007,Johannesburg,104949
11092,Volvo,S40,2006,Johannesburg,85655
11093,Volvo,S40,2005,Johannesburg,69792
11094,Volvo,S40,2004,Johannesburg,65368
11095,Volvo,S40,2003,Johannesburg,59950
11096,Volvo,S40,2001,Johannesburg,49917
11097,Volvo,S40,2012,Pretoria,206983
11098,Volvo,S40,2011,Pretoria,172933
11099,Volvo,S40,2010,Pretoria,167113
11100,Volvo,S40,2009,Pretoria,165910
11101,Volvo,S40,2008,Pretoria,129900
11102,Volvo,S40,2007,Pretoria,99917
11103,Volvo,S40,2006,Pretoria,94466
11104,Volvo,S40,2005,Pretoria,89945
11105,Volvo,S40,2003,Pretoria,69950
11106,Volvo,S40,2000,Pretoria,49900
11107,Volvo,S40,2012,Port Elizabeth,249000
11108,Volvo,S40,2011,Port Elizabeth,279000
11109,Volvo,S40,2010,Port Elizabeth,179900
11110,Volvo,S40,2009,Port Elizabeth,116657
11111,Volvo,S40,2008,Port Elizabeth,187000
11112,Volvo,S40,2005,Port Elizabeth,109000
11113,Volvo,S40,2012,Pietermaritzburg,254990
11114,Volvo,S40,2009,Pietermaritzburg,169990
11115,Volvo,S40,2008,Pietermaritzburg,104990
11116,Volvo,S40,2004,Pietermaritzburg,105600
11117,Volvo,S40,2014,Benoni,69995
11118,Volvo,S40,2012,Benoni,166600
11119,Volvo,S40,2011,Benoni,154959
11120,Volvo,S40,2010,Benoni,121529
11121,Volvo,S40,2009,Benoni,103267
11122,Volvo,S40,2008,Benoni,94123
11123,Volvo,S40,2007,Benoni,93913
11124,Volvo,S40,2006,Benoni,81966
11125,Volvo,S40,2005,Benoni,79226
11126,Volvo,S40,2004,Benoni,67000
11127,Volvo,S40,2002,Benoni,49900
11128,Volvo,S40,2001,Benoni,42400
11129,Volvo,S40,2000,Benoni,42995
11130,Volvo,S40,1999,Benoni,19900
11131,Volvo,S40,2010,East London,142473
11132,Volvo,S40,2007,East London,105000
11133,Volvo,S40,2006,East London,94995
11134,Volvo,C70,2009,Cape Town,229948
11135,Volvo,C70,2007,Cape Town,149900
11136,Volvo,C70,2001,Cape Town,69900
11137,Volvo,C70,2010,Durban,289990
11138,Volvo,C70,2011,Johannesburg,289950
11139,Volvo,C70,2010,Johannesburg,199990
11140,Volvo,C70,2008,Johannesburg,219900
11141,Volvo,C70,2007,Johannesburg,139900
11142,Volvo,C70,2003,Johannesburg,99950
11143,Volvo,C70,2013,Pretoria,369900
11144,Volvo,C70,2012,Pretoria,279000
11145,Volvo,C30,2013,Cape Town,289000
11146,Volvo,C30,2012,Cape Town,256580
11147,Volvo,C30,2011,Cape Town,185564
11148,Volvo,C30,2010,Cape Town,156275
11149,Volvo,C30,2009,Cape Town,139498
11150,Volvo,C30,2008,Cape Town,144970
11151,Volvo,C30,2007,Cape Town,79995
11152,Volvo,C30,2013,Durban,199990
11153,Volvo,C30,2011,Durban,169990
11154,Volvo,C30,2010,Durban,154793
11155,Volvo,C30,2009,Durban,119990
11156,Volvo,C30,2008,Durban,113795
11157,Volvo,C30,2007,Durban,86000
11158,Volvo,C30,2013,Johannesburg,203225
11159,Volvo,C30,2012,Johannesburg,205920
11160,Volvo,C30,2011,Johannesburg,199311
11161,Volvo,C30,2010,Johannesburg,177104
11162,Volvo,C30,2009,Johannesburg,154939
11163,Volvo,C30,2008,Johannesburg,102425
11164,Volvo,C30,2007,Johannesburg,104970
11165,Volvo,C30,2013,Pretoria,179900
11166,Volvo,C30,2012,Pretoria,205480
11167,Volvo,C30,2011,Pretoria,201783
11168,Volvo,C30,2010,Pretoria,172333
11169,Volvo,C30,2009,Pretoria,162900
11170,Volvo,C30,2008,Pretoria,132128
11171,Volvo,C30,2007,Pretoria,111900
11172,Volvo,C30,2011,Port Elizabeth,259000
11173,Volvo,C30,2013,Pietermaritzburg,279990
11174,Volvo,C30,2012,Pietermaritzburg,209990
11175,Volvo,C30,2011,Benoni,189973
11176,Volvo,C30,2010,Benoni,179900
11177,Volvo,C30,2008,Benoni,99900
11178,Volvo,C30,2007,Benoni,119900
11179,Kia,Sportage,2014,Cape Town,389995
11180,Kia,Sportage,2013,Cape Town,294995
11181,Kia,Sportage,2012,Cape Town,256221
11182,Kia,Sportage,2011,Cape Town,209498
11183,Kia,Sportage,2010,Cape Town,209432
11184,Kia,Sportage,2009,Cape Town,133723
11185,Kia,Sportage,2007,Cape Town,129950
11186,Kia,Sportage,2006,Cape Town,89995
11187,Kia,Sportage,2005,Cape Town,109950
11188,Kia,Sportage,2001,Cape Town,64500
11189,Kia,Sportage,2000,Cape Town,59995
11190,Kia,Sportage,1999,Cape Town,54995
11191,Kia,Sportage,2014,Durban,294090
11192,Kia,Sportage,2013,Durban,274767
11193,Kia,Sportage,2012,Durban,252832
11194,Kia,Sportage,2011,Durban,235983
11195,Kia,Sportage,2010,Durban,206629
11196,Kia,Sportage,2009,Durban,129448
11197,Kia,Sportage,2007,Durban,113293
11198,Kia,Sportage,2006,Durban,99990
11199,Kia,Sportage,2005,Durban,99900
11200,Kia,Sportage,2015,Johannesburg,375150
11201,Kia,Sportage,2014,Johannesburg,336579
11202,Kia,Sportage,2013,Johannesburg,293753
11203,Kia,Sportage,2012,Johannesburg,293723
11204,Kia,Sportage,2011,Johannesburg,228164
11205,Kia,Sportage,2010,Johannesburg,204028
11206,Kia,Sportage,2009,Johannesburg,144549
11207,Kia,Sportage,2008,Johannesburg,144450
11208,Kia,Sportage,2007,Johannesburg,94975
11209,Kia,Sportage,2006,Johannesburg,109950
11210,Kia,Sportage,2005,Johannesburg,104995
11211,Kia,Sportage,2001,Johannesburg,59925
11212,Kia,Sportage,2014,Pretoria,318710
11213,Kia,Sportage,2013,Pretoria,287930
11214,Kia,Sportage,2012,Pretoria,261949
11215,Kia,Sportage,2011,Pretoria,225772
11216,Kia,Sportage,2010,Pretoria,220404
11217,Kia,Sportage,2009,Pretoria,165933
11218,Kia,Sportage,2008,Pretoria,109999
11219,Kia,Sportage,2007,Pretoria,97424
11220,Kia,Sportage,2006,Pretoria,119995
11221,Kia,Sportage,2005,Pretoria,116613
11222,Kia,Sportage,2000,Pretoria,64900
11223,Kia,Sportage,2010,Port Elizabeth,154990
11224,Kia,Sportage,2007,Port Elizabeth,129990
11225,Kia,Sportage,2005,Port Elizabeth,109990
11226,Kia,Sportage,2015,Pietermaritzburg,359990
11227,Kia,Sportage,2012,Pietermaritzburg,269990
11228,Kia,Sportage,2010,Pietermaritzburg,227490
11229,Kia,Sportage,2005,Pietermaritzburg,109990
11230,Kia,Sportage,2015,Benoni,446995
11231,Kia,Sportage,2014,Benoni,313633
11232,Kia,Sportage,2013,Benoni,268700
11233,Kia,Sportage,2012,Benoni,230923
11234,Kia,Sportage,2011,Benoni,228035
11235,Kia,Sportage,2010,Benoni,194799
11236,Kia,Sportage,2009,Benoni,133449
11237,Kia,Sportage,2008,Benoni,129925
11238,Kia,Sportage,2007,Benoni,109950
11239,Kia,Sportage,2005,Benoni,98920
11240,Kia,Sportage,2003,Benoni,59900
11241,Kia,Sportage,2014,East London,299999
11242,Kia,Sportage,2013,East London,254995
11243,Kia,Sportage,2012,East London,272459
11244,Kia,Sportage,2010,East London,191851
11245,Kia,Sportage,2009,East London,116631
11246,Kia,Soul,2014,Cape Town,248328
11247,Kia,Soul,2011,Cape Town,133297
11248,Kia,Soul,2010,Cape Town,133719
11249,Kia,Soul,2011,Durban,126445
11250,Kia,Soul,2009,Durban,119990
11251,Kia,Soul,2015,Johannesburg,314083
11252,Kia,Soul,2014,Johannesburg,199900
11253,Kia,Soul,2013,Johannesburg,130000
11254,Kia,Soul,2012,Johannesburg,154925
11255,Kia,Soul,2011,Johannesburg,139939
11256,Kia,Soul,2010,Johannesburg,136749
11257,Kia,Soul,2014,Pretoria,163995
11258,Kia,Soul,2012,Pretoria,136600
11259,Kia,Soul,2011,Pretoria,134628
11260,Kia,Soul,2010,Pretoria,128087
11261,Kia,Soul,2012,Port Elizabeth,149900
11262,Kia,Soul,2010,Port Elizabeth,139900
11263,Kia,Soul,2011,Pietermaritzburg,159990
11264,Kia,Soul,2009,East London,151985
11265,Kia,Sorento,2012,Cape Town,209900
11266,Kia,Sorento,2011,Cape Town,249000
11267,Kia,Sorento,2010,Cape Town,259995
11268,Kia,Sorento,2008,Cape Town,164948
11269,Kia,Sorento,2004,Cape Town,89995
11270,Kia,Sorento,2010,Durban,263997
11271,Kia,Sorento,2009,Durban,135000
11272,Kia,Sorento,2008,Durban,139502
11273,Kia,Sorento,2005,Durban,99970
11274,Kia,Sorento,2016,Johannesburg,691995
11275,Kia,Sorento,2015,Johannesburg,484900
11276,Kia,Sorento,2014,Johannesburg,524473
11277,Kia,Sorento,2013,Johannesburg,401900
11278,Kia,Sorento,2012,Johannesburg,264050
11279,Kia,Sorento,2011,Johannesburg,222656
11280,Kia,Sorento,2010,Johannesburg,237014
11281,Kia,Sorento,2006,Johannesburg,119500
11282,Kia,Sorento,2005,Johannesburg,89900
11283,Kia,Sorento,2004,Johannesburg,94925
11284,Kia,Sorento,2012,Soweto,229995
11285,Kia,Sorento,2014,Pretoria,527715
11286,Kia,Sorento,2013,Pretoria,279495
11287,Kia,Sorento,2012,Pretoria,229945
11288,Kia,Sorento,2011,Pretoria,268721
11289,Kia,Sorento,2010,Pretoria,241849
11290,Kia,Sorento,2009,Pretoria,184900
11291,Kia,Sorento,2008,Pretoria,165962
11292,Kia,Sorento,2007,Pretoria,127470
11293,Kia,Sorento,2005,Pretoria,109900
11294,Kia,Sorento,2008,Port Elizabeth,179900
11295,Kia,Sorento,2007,Port Elizabeth,119990
11296,Kia,Sorento,2016,Benoni,654995
11297,Kia,Sorento,2015,Benoni,429900
11298,Kia,Sorento,2011,Benoni,269950
11299,Kia,Sorento,2007,Benoni,119900
11300,Kia,Sorento,2006,Benoni,114900
11301,Kia,Sorento,2012,East London,369995
11302,Kia,Shuma,2000,Pretoria,34925
11303,Kia,Sedona,2006,Cape Town,109900
11304,Kia,Sedona,2015,Durban,596000
11305,Kia,Sedona,2007,Durban,124890
11306,Kia,Sedona,2005,Durban,115990
11307,Kia,Sedona,2013,Johannesburg,284950
11308,Kia,Sedona,2012,Johannesburg,244895
11309,Kia,Sedona,2010,Johannesburg,217410
11310,Kia,Sedona,2009,Johannesburg,187448
11311,Kia,Sedona,2004,Johannesburg,119900
11312,Kia,Sedona,2016,Pretoria,661995
11313,Kia,Sedona,2015,Pretoria,499995
11314,Kia,Sedona,2010,Pretoria,239900
11315,Kia,Sedona,2009,Pretoria,149950
11316,Kia,Sedona,2008,Pretoria,184700
11317,Kia,Sedona,2007,Pretoria,109900
11318,Kia,Sedona,2006,Pretoria,129500
11319,Kia,Sedona,2005,Pretoria,79990
11320,Kia,Sedona,2006,Port Elizabeth,89990
11321,Kia,Rio,2015,Cape Town,86333
11322,Kia,Rio,2014,Cape Town,218313
11323,Kia,Rio,2013,Cape Town,160411
11324,Kia,Rio,2012,Cape Town,142695
11325,Kia,Rio,2011,Cape Town,109995
11326,Kia,Rio,2008,Cape Town,89995
11327,Kia,Rio,2015,Durban,197327
11328,Kia,Rio,2014,Durban,209990
11329,Kia,Rio,2013,Durban,161327
11330,Kia,Rio,2012,Durban,135520
11331,Kia,Rio,2010,Durban,109990
11332,Kia,Rio,2008,Durban,109980
11333,Kia,Rio,2006,Durban,69995
11334,Kia,Rio,2005,Durban,55000
11335,Kia,Rio,2014,Johannesburg,167379
11336,Kia,Rio,2013,Johannesburg,148114
11337,Kia,Rio,2012,Johannesburg,146580
11338,Kia,Rio,2011,Johannesburg,141615
11339,Kia,Rio,2009,Johannesburg,105592
11340,Kia,Rio,2006,Johannesburg,64963
11341,Kia,Rio,2005,Johannesburg,49999
11342,Kia,Rio,2004,Johannesburg,54297
11343,Kia,Rio,2002,Johannesburg,35000
11344,Kia,Rio,2013,Soweto,149900
11345,Kia,Rio,2015,Pretoria,189900
11346,Kia,Rio,2014,Pretoria,181059
11347,Kia,Rio,2013,Pretoria,164164
11348,Kia,Rio,2012,Pretoria,143558
11349,Kia,Rio,2011,Pretoria,136998
11350,Kia,Rio,2008,Pretoria,96150
11351,Kia,Rio,2006,Pretoria,63950
11352,Kia,Rio,2012,Port Elizabeth,137498
11353,Kia,Rio,2007,Port Elizabeth,79900
11354,Kia,Rio,2014,Benoni,160106
11355,Kia,Rio,2013,Benoni,157450
11356,Kia,Rio,2012,Benoni,127450
11357,Kia,Rio,2009,Benoni,92425
11358,Kia,Rio,2007,Benoni,75900
